Date,Tweet
2021-09-30 11:17:30+00:00,"Orang jualan nde danau unesa pada kemana, tadi lewat kok sepi amat :("
2021-09-30 08:55:16+00:00,"Halo, ada yang punya kenalan alumnus Akunting atau Manajemen UNESA angkatan 2004?"
2021-09-30 06:29:47+00:00,wkwkw anak unesa juga nie? 😭 https://t.co/jtHbDX6FI8 https://t.co/xCG7TMhegM
2021-09-30 06:18:25+00:00,"Bismillah
Rek yang mau cuci sepatu daerah
Unesa lidah dan unesa ketintang / sekitarnya (surabaya)
Yang mau cuci sepatu ke aku ya 😁🙏
Bisa cek langsung ke IG / DM aja https://t.co/rcj366D8IU"
2021-09-30 04:45:02+00:00,"DEPT. BAKAT MINAT HMP SOSIOLOGI UNESA PROUDLY PRESENT
[Lomba Talent hunt 2K21] 

Pengumuman pemenang :  23 Oktober 2021

Dinda : 0852-2570-5192
Ratna : 0856-0427-4558 https://t.co/Qd8aMw3UfY"
2021-09-30 02:45:15+00:00,"✨INTRODUCING OUR TEAM✨

Haloo Ambisian kali ini minbis mau ngenalin Lighties Fisika dari Ayo Ngambis Indonesia yang akan bantu kita 🌈

1. Kak Fauzani dari Fisika IPB
2. Kak Ajeng dari Teknik Telekomunikasi dari Politeknik Negeri Bandung 
3. Kak Rachma dari Fisika Unesa https://t.co/y5kCDhtTgK"
2021-09-30 01:42:00+00:00,"#BeritauNESA Jurusan Bahasa dan Sastra Jerman #UNESA Adakan Kuliah Tamu Hadirkan Pakar dari Universitas Bielefeld Jerman
https://t.co/SJSNA4D4k5"
2021-09-30 01:31:33+00:00,Santripreneur Ponpes Mukmin Mandiri Sidoarjo Diberi Edukasi Bisnis oleh Dosen FEB Unesa https://t.co/FmEOs8dKW4
2021-09-30 01:30:02+00:00,#NAME?
2021-09-30 00:44:06+00:00,"#BeritaUNESA #Unesa Bantu Meningkatkan Branding Batik Ciprat Karya Istimewa Disabilitas
https://t.co/LRcmO1dyUY"
2021-09-30 00:42:13+00:00,"#BeritaUNESA Perluas Jejaring dalam Implementasi MBKM, FT dan Program Vokasi #UNESA Gandeng BBPJN Jatim
https://t.co/zk8MDhmKxr"
2021-09-30 00:14:36+00:00,DEMII APA MIMPI MASUK UNESA YA SEMOGAA AJA JADI KENYATAAN AMINN
2021-09-30 00:06:49+00:00,"""Tidak ada kematian yang sia-sia, begitu juga dengan kematian pahlawan kita di tanggal 30 September, mereka mati atas nama bangsa Indonesia""

#dacjapunesa
#differentactivcreatif
#unesa https://t.co/LwTjjRDjwl"
2021-09-29 15:58:11+00:00,"Unesa Bantu Meningkatkan Branding Batik Ciprat Karya Istimewa Disabilitas
https://t.co/58N5dx34dS"
2021-09-29 14:35:48+00:00,"Fyp isinya atlet pon Jatim, spertinya banyak nak fio unesa"
2021-09-29 14:30:01+00:00,"#BeritaUNESA Kolaborasi #UNESA, Perwosi Jatim dan Tropicana Slim Bahas Strategi Kesehatan Keluarga
https://t.co/3gO5joPLjT"
2021-09-29 13:33:41+00:00,"#BeritaUNESA Mengabdi: DPM FIP #UNESA  Jalankan Program Holistik Pembinaan dan Pemberdayaan Desa di Kelurahan Gundih Surabaya
https://t.co/Dzv6K8ifd6"
2021-09-29 13:22:35+00:00,Nesa! Wes oleh ijin gae konser konser rek. Iki ganok acara konser konseran ta nag unesa? Request day6 😀
2021-09-29 12:57:24+00:00,KANGEN NRIBUN DI UNESA DAN DBL😭😭
2021-09-29 09:30:08+00:00,"Feeling cangkruk nak waduk unesa, lahkok pas tutuk seng dodol podo sepi, batinku dungaren tibakne lagi dijogo idamanmu -rek"
2021-09-29 09:00:40+00:00,"Tes CPNS di graha Unesa, berasa tes didalam Kerajaan Indosiar https://t.co/AT9PBJDUPA"
2021-09-29 05:53:47+00:00,#NAME?
2021-09-29 04:45:01+00:00,"DEPT. BAKAT MINAT HMP SOSIOLOGI UNESA PROUDLY PRESENT
[Lomba Talent hunt 2K21] 

Pengumuman pemenang :  23 Oktober 2021

Dinda : 0852-2570-5192
Ratna : 0856-0427-4558 https://t.co/TwMlfXYwmg"
2021-09-29 04:27:39+00:00,Pemandangan luar biasa terjadi di danau UNESA…bersih bgt!!! ternyata pedagang di obrak i satpol PP…too bad jadi ga bisa jajan es coklat legend 😪 https://t.co/ewdkydoEGW
2021-09-29 04:12:35+00:00,-rek yg anak unesa tanya dong. Ndek unesa lidah ada colokan ga di luar ruangan e. Batreku muk habis help. Nungguin tmen tes sek suwe sisan):
2021-09-29 03:46:13+00:00,"Kalau hari pertama lebih dikawal ma satpam unesa sih kayak pejabat aja dan emang dj vvip buat persiapan cpns nya
Ketepakan ada mobil rektor lagi wkwkwk
Jadi ceritanya rektor nya masih ada urusan di atas mungkin kerjaan"
2021-09-29 03:30:00+00:00,"#BeritaUNESA Suport UMKM Bakpia di Magetan, Dosen #UNESA Rancang Mesin hingga Adakan Pelatihan
https://t.co/2OgGxSgn02"
2021-09-29 03:07:38+00:00,"Bagi yang ingin di followback sama base 
@UnesaFess kamu tinggal DM namamu, dari fakultas mana

CONTOH
————————
nama : Ahmad Otis Fruscianto Ho Pin Pa 
username: @MinPam13 
fakultas : FBS

kalau bukan warga unesa aktif skip bagian yg fakultas. 
suwun"
2021-09-29 02:31:20+00:00,"sumpah aku ga dendam cm masih keinget aja. HEHE.
aku kuliah Unesa dan si mantan kuliah di ube, trus pas masih pacaran dulu, si mantan ngatain web siakadku ""ih kok webnya alay"" dia bilang gt karena katanya kaya facebook.

noh, univmu pernah juga webnya kaya web judi -_- kzl bet https://t.co/1oN9eNN6pV"
2021-09-29 02:31:09+00:00,"https://t.co/8iDhDvYC9l

Mohon diisi ya.. ga lebih dari 1 menit kok. Hanya bagi yang sudah melaksanakan ujian SKD di Graha Unesa"
2021-09-29 02:30:00+00:00,"#BeritaUNESA UK-PSM #UNESA Kenang Kepergian Sahabat Lewat Pertunjukan Musik Teras Virtual
https://t.co/RWgQIX7Ir4"
2021-09-29 02:10:47+00:00,"https://t.co/sblB6TZ7Cg

Mohon diisi ya.. ga lebih dari 1 menit kok. Hanya bagi yang sudah melaksanakan ujian SKD di Graha Unesa"
2021-09-29 01:29:20+00:00,"#BeritaUNESA #UNESA Turunkan 61 Atlet di PON XX 2021, Rektor Optimistik Kontingen Jatim Bisa Capai Target
https://t.co/WuHoFM38n3"
2021-09-29 01:29:04+00:00,#NAME?
2021-09-29 00:59:49+00:00,Fix aku harus ngungsi ke unesa lagi yash
2021-09-28 15:46:59+00:00,Ternyata siakad unesa lebih bagus dr punya UB sebelum diganti ini wkwkwkw https://t.co/udcbVhBWyf
2021-09-28 13:16:50+00:00,"nesa! Rekkk kalian ada yg punya surat tentang plp ta, yg isi nya tentang ""mahasiswa plp Unesa nya harus daring ga boleh luring karna kondisi saat ini"" ada ga seh rek?
Kalo ada minta yaa, butuh bangetttttttttttttttt 🙏🙏🙏"
2021-09-28 13:02:34+00:00,"Hasil diskusi virtual dengan Formanto Unesa bersama @gusdurianmojok1 ..

@GUSDURians @AlissaWahid @AnitaWahid @GusduriansJatim https://t.co/teRvSpnHdi"
2021-09-28 12:44:37+00:00,bangga bgt hari ini berhasil sampe unesa wkwkwkwkwk
2021-09-28 11:33:00+00:00,Inovasi Aplikasi Bagi Mahasiswa Berkebutuhan Khusus Oleh UNESA dan UMM https://t.co/MHYAKcgRrD
2021-09-28 11:30:20+00:00,unesa udah colong start dr tgl 20 kmrn malah wkwk https://t.co/JbQf7qFbc2
2021-09-28 09:27:03+00:00,"SPFA - UNESA: ""Psikologi Seorang Atlet dan Evaluasi Hasil Latihan"" https://t.co/ZxQkHe5IcA"
2021-09-28 07:25:47+00:00,"oalah doi nungguin aku tadi sambil poto"" di lapangan FIK unesa ternyata😚 https://t.co/Ik9euSPOcI"
2021-09-28 06:53:05+00:00,Kini giliran UMKM Pia Menus asal Magetan yang menerima bantuan dari UNESA berupa mesin pengukus dan pelatihan penjualan via online. #publisherstory https://t.co/L7JwhKsdds
2021-09-28 04:45:01+00:00,"DEPT. BAKAT MINAT HMP SOSIOLOGI UNESA PROUDLY PRESENT
[Lomba Talent hunt 2K21] 

Pengumuman pemenang :  23 Oktober 2021

Dinda : 0852-2570-5192
Ratna : 0856-0427-4558 https://t.co/3DV3aGla6o"
2021-09-28 04:43:10+00:00,FKG IPS Jatim Serta FEB Unesa Gelar Pelatihan Penulisan dan Publish Artikel Ilmiah https://t.co/6UH2DgNQ2d
2021-09-28 04:35:24+00:00,"Assalamualaikum wr.wb 

📕PAHALA MENGAJAR 

Persatuan Mahasiswa Lamongan Unesa  akan mengadakan acara PAHALA MENGAJAR 2021. Acara ini merupakan suatu kegiatan mengajar dengan mengusung tema ""Bersama Pahala Membentuk Generasi Lamongan yang Unggul, Berkarakter, dan Berbudaya"". https://t.co/JVvT40rXZf"
2021-09-28 04:04:01+00:00,"Pembimbing Sebaya Mahasiswa FIP UNESA 
Proudly Present
*Lomba Media Pembelajaran*

Pendaftaran – Pengumpulan karya
13 September – 24 Oktober 2021

Contact Person
087853037496 (Rendy)
085334311963 (Rivan) https://t.co/xqVgAXq8e0"
2021-09-28 02:03:27+00:00,PakBoy vs PakGirl 😝 @ UNESA https://t.co/qdGIptXVQr
2021-09-28 01:25:57+00:00,"#BeritaUNESA UNESA Kukuhkan 1.080 Lulusan pada Wisuda Gelombang Tiga
https://t.co/ctEZ7SIeUp"
2021-09-28 00:50:22+00:00,"sdf! kalo mau ke unesa lidah wetan dari sidoarjo lewat tol, keluarnya masih bisa lewat gerbang tol gunung sari ngga ya?"
2021-09-28 00:19:36+00:00,"[cm] gais minta tolong info kos cewek deket unesa ketintang dong, kalo ada under 500k, terimakasih🙏🙏"
2021-09-27 15:19:26+00:00,"Johnny: FIK UM
Mark: Sastra Inggris UI
Yuta: Sastra Jepang Unesa
Doyoung: ISI Jogja
Jungwoo: Fisika UB
Taeil: Teknik Mesin ITS
Taeyong: Filsafat UGM
Jaehyun: Arsitek Unair
Haechan: QQ Modelling school https://t.co/muagpMT7FO"
2021-09-27 14:18:10+00:00,nesa! unesa iki ranking berapa nasional sing bener?
2021-09-27 11:46:03+00:00,sabi tuh johnny masuk FIO di unesa 🙏🏻 https://t.co/qUE1XZoPMg
2021-09-27 11:41:19+00:00,"Assalamu'alaikum wr.wb.🙌🏻

Kami ucapkan alhamdulillah dan terima kasih kepada teman-teman peserta yang telah mengikuti pendaftaran MTQ NASIONAL TINGKAT SMA SEDERAJAT ICE FEB UNESA 2021 dan dengan ini pendaftaran lomba MTQN ICE FEB UNESA 2021 telah resmi ditutup🤝

Tetap semangat! https://t.co/OpTTrP5cbl"
2021-09-27 11:34:11+00:00,Unesa Berikan Pelatihan AKM ke Guru SD https://t.co/bz21w9AcrP
2021-09-27 10:31:29+00:00,insyaallah ugm atau unesa atau its https://t.co/7Gcny57PCu
2021-09-27 08:31:00+00:00,"Tepung doang wkwk

Steak paling enak berkualitas tapi harganya murah poll itu di unesa. Steak pinggir jalan. Sausnyaaaa beeuhhh nampoll https://t.co/Xx6JvRKNGJ"
2021-09-27 07:37:00+00:00,"#BeritaUNESA Tumbuhkan Kreativitas Mahasiswa Lewat Pelatihan PKM 2021
https://t.co/AySYPpRRbn"
2021-09-27 07:12:11+00:00,"#BeritaUNESA Dosen FT #UNESA Rancang Mesin Tempering Khusus untuk Meningkatkan Produktivitas Kopi Ledug
https://t.co/6dZMqQ5m7I"
2021-09-27 06:41:31+00:00,"1. Kelurahan?
2. UNESA = UN
3. Jerapah = Je ?
4. Ruko = Ruk

😭😭😭 https://t.co/KmHBqOdyya"
2021-09-27 06:36:00+00:00,"#BeritaUNESA HMJ PLS #UNESA Soroti Digitalisasi dan Transformasi Pendidikan Lewat Seminar Nasional
https://t.co/I7zPwhS1j3"
2021-09-27 05:43:00+00:00,Genk spill dong spot foto wisuda di kampus Unesa Lidah atau Ketintang yang recomended menurut kamu?😌
2021-09-27 04:45:01+00:00,"DEPT. BAKAT MINAT HMP SOSIOLOGI UNESA PROUDLY PRESENT
[Lomba Talent hunt 2K21] 

Pengumuman pemenang :  23 Oktober 2021

Dinda : 0852-2570-5192
Ratna : 0856-0427-4558 https://t.co/SNO9z3YS3Q"
2021-09-27 04:35:00+00:00,"#BeritaUNESA Webinar PGSD Seri Enam Bahas Blended Learning dalam Pembelajaran Bahasa Jawa di Sekolah Dasar
https://t.co/FV90d1mtAk"
2021-09-27 04:04:01+00:00,"Pembimbing Sebaya Mahasiswa FIP UNESA 
Proudly Present
*Lomba Media Pembelajaran*

Pendaftaran – Pengumpulan karya
13 September – 24 Oktober 2021

Contact Person
087853037496 (Rendy)
085334311963 (Rivan) https://t.co/yy9cHIVxgD"
2021-09-27 03:39:00+00:00,-rek onok sing sesok rabu tes cipienes di unesa lidah wetan sesi 3 ta? pgn cari temen
2021-09-27 03:33:54+00:00,"#BeritaUNESA Dosen #UNESA Bagikan Tip Menulis dan Publikasi Ilmiah
https://t.co/FBXIm7sIom"
2021-09-27 03:15:51+00:00,"Campus! Menurut kalian unesa bagus apa nggak?

✄・・・
🧐 Trivia: gunung, laut dan manusia adalah contoh objek material geografi"
2021-09-26 22:28:13+00:00,"sejarawan Universitas Negeri Surabaya (Unesa) Prof. DR. Aminuddin Kasdi, MS mengaku menemukan dokumen kecil berisi rencana pemberontakan PKI dengan target untuk mendirikan Negara Komunis di Indonesia
#Komunis_MusuhPancasila
#Komunis_MusuhPancasila https://t.co/W3NO3ZGsqN"
2021-09-26 18:17:48+00:00,Baru saja mengirim foto @ Graha Unesa https://t.co/Mke9XCXpMS
2021-09-26 15:00:01+00:00,"Universitas Negeri Surabaya (Unesa) kembali menggelar Program Kursus Kader Kebangsaan Jilid II, di Desa Sambong Dukuh, Kabupaten Jombang. #Unesa https://t.co/pKQWXwedoB"
2021-09-26 14:33:10+00:00,Iki konco koncoku twitter ganok seng arek unesa lidah ta
2021-09-26 14:28:07+00:00,"Pendapat Nur Eko Suhandana (NES) terkait TWK KPK pada 56 mantan karyawan telah diklarifikasi Koordinator BEM PTMI, Nadief Rahman. Ini kata BEM Unesa. https://t.co/5GCPxdxGT4"
2021-09-26 14:25:03+00:00,"Waduk unesa dodol kopi, kreco, kerang, ceker,  di obrak @satpolppsby , Gwalk ramai lossss lampu padang2. cangkrukan sek rame..

gwalk ni bossss, senggol dong @SapawargaSby @e100ss"
2021-09-26 13:31:30+00:00,liat kakak tingkat rame pada wisuda online kok hasrat ingin wisuda offline ku semakin menggebu gini ya. ikhlas bgt aku wisuda tahun depan asal di graha unesa plis???!!!!😭😭😭🙏🏻🙏🏻🙏🏻
2021-09-26 10:41:36+00:00,UNESA juga menggagas Kursus Kader Kebangsaan serta Kader Anti Intoleransi dan Radikalisme. #publisherstory https://t.co/QclrKMl4aP
2021-09-26 10:12:46+00:00,"*titipan

-rek permisi mau nanya, mungkin ada yang tau hotel/penginapan yg harganya terjangkau disekitaran graha unesa? Butuh buat test cp*s minggu depan. Suwun"
2021-09-26 07:54:19+00:00,"Sch! Aku mau daftar pendidikan luar biasa, pil 1 PLB UNY. Pil 2 nya PLB UM apa UNESA yaa bagusnya. Btw aku gap. Kira2 yg lebih gampang masuknya yg mn. Mksii"
2021-09-26 07:29:45+00:00,"Mesin Tempering Otomatis Rancangan Dosen Unesa, Bantu Petani Kopi https://t.co/PflUI1DsOc"
2021-09-26 04:45:01+00:00,"DEPT. BAKAT MINAT HMP SOSIOLOGI UNESA PROUDLY PRESENT
[Lomba Talent hunt 2K21] 

Pengumuman pemenang :  23 Oktober 2021

Dinda : 0852-2570-5192
Ratna : 0856-0427-4558 https://t.co/GcVb4MTtem"
2021-09-26 04:20:51+00:00,yang tau info kos harian daerah Unesa Lidah !!!
2021-09-26 04:04:01+00:00,"Pembimbing Sebaya Mahasiswa FIP UNESA 
Proudly Present
*Lomba Media Pembelajaran*

Pendaftaran – Pengumpulan karya
13 September – 24 Oktober 2021

Contact Person
087853037496 (Rendy)
085334311963 (Rivan) https://t.co/h8CM9KIZKA"
2021-09-26 03:53:47+00:00,mo nyari cewe di unesa dapet g yh https://t.co/nXdQLcCgQK
2021-09-26 03:28:03+00:00,"Suka banget liat replies nyaa 😭
Aku kalo lagi keluar kota kuusahakn bgt buat campus tour karena enak aja gt ngerasain vibes kampus huhu yang daa pernah UI, Undip, Unnes
Pernah ke sby tapi gak sempet ke Unesa padahal pengen bgtt https://t.co/rFsiKQx155"
2021-09-25 22:23:54+00:00,"#BeritaUNESA WISUDA GELOMBANG DUA, REKTOR OPTIMISTIK LULUSAN #UNESA MAMPU BERADAPTASI DAN BERKONTRIBUSI
#WisudaUNESA
https://t.co/lNZ6dd9o5G"
2021-09-25 15:58:33+00:00,sama shania lagi ghibahin skandal arek unesa th. 2019 🤣
2021-09-25 13:02:41+00:00,Malam minggu ini danau Unesa dan sekitarnya tumplek blek manusia euy. Masker dan jaga jarak seolah kendor… ayo dooong prokes 5M tetap dijalankan. G capek ta kemarin kena badai covid? @BanggaSurabaya @e100ss
2021-09-25 12:51:37+00:00,#NAME?
2021-09-25 11:35:00+00:00,"ptn! 

1. Teknik Biomedis Unair
2. Teknik Biomedis ITS

Udah bener belum buat SNM? Bingung soalnya 'teknik' tuh ITS banget tapi 'medis' tuh Unair banget

Di Unesa, UPN JT, sama UINSa gaada Biomed soalnyaa jadi bingung pil 2 nya mau apa"
2021-09-25 11:10:23+00:00,Tiba tiba uda di Unesa https://t.co/G45iazpyP5
2021-09-25 10:06:36+00:00,pengen ngemper di danau unesa.. makan kerang
2021-09-25 08:23:13+00:00,"jam 1 tes fisik mft di unesa, jam 3 lanjut ngefoto orang wisuda di untag, jam 6 lanjut ngefoto ke unesa 

yoh semangat 
#ngupoyosakisoke"
2021-09-25 04:45:01+00:00,"DEPT. BAKAT MINAT HMP SOSIOLOGI UNESA PROUDLY PRESENT
[Lomba Talent hunt 2K21] 

Pengumuman pemenang :  23 Oktober 2021

Dinda : 0852-2570-5192
Ratna : 0856-0427-4558 https://t.co/kSfvsjkTRr"
2021-09-25 04:14:51+00:00,Mantap unesa! https://t.co/Pr0tuDP49h
2021-09-25 04:05:23+00:00,arya wiguna unesa apa kabar
2021-09-25 04:04:01+00:00,"Pembimbing Sebaya Mahasiswa FIP UNESA 
Proudly Present
*Lomba Media Pembelajaran*

Pendaftaran – Pengumpulan karya
13 September – 24 Oktober 2021

Contact Person
087853037496 (Rendy)
085334311963 (Rivan) https://t.co/ge2HvgRlcm"
2021-09-24 18:09:24+00:00,Spacenya anak2 unesa seru sih tp ngantuk bat
2021-09-24 17:37:20+00:00,Walah anak unesa kah? https://t.co/uTf8TpwDqR
2021-09-24 16:45:05+00:00,"DEPT. BAKAT MINAT HMP SOSIOLOGI UNESA PROUDLY PRESENT
[Lomba Talent hunt 2K21] 

Pengumuman pemenang :  23 Oktober 2021

Dinda : 0852-2570-5192
Ratna : 0856-0427-4558 https://t.co/J3vnGpzgAg"
2021-09-24 16:05:00+00:00,"ptn! kalian pilih mana?

psikologi undip
psikologi upi

psikologi upi
psikologi unesa

psikologi upi
psikologi uin sgd

psikologi undip
psikologi unj

aku mau cari aman nih, trimakasi"
2021-09-24 14:06:25+00:00,"[WELCOME PARTY ANGGOTA BARU]

Hallo kawan-kawan DAC JAP UNESA semuanya..
Gimana kabarnya nih??
Semoga sehat sehat selalu yaaa 🤗 https://t.co/rO1k0ELmxS"
2021-09-24 13:40:00+00:00,"/jbrfess/ ""tgl 28 sept ada yg ujian cpns di Unesa gak? Kuy bareng kalau ada, me M 23"""
2021-09-24 12:32:32+00:00,"Guis, info hotel/kos harian/penginapan daerah Graha Unesa Surabaya dong. Buat minggu depan :"")"
2021-09-24 10:05:10+00:00,"#BeritaUNESA Kolaborasi #UNESA dan UMM Kembangkan Aplikasi untuk Mahasiswa Berkebutuhan Khusus
https://t.co/9ifFhWqHyy"
2021-09-24 09:55:11+00:00,"[#LOMBA] @dacjapunesa

📣 DAC UNESA PROUDLY PRESENT 📣

‼️ *POSTER COMPETITION 2021*‼️

✨ *TEMA* ✨
_""Peran masyarakat membantu terlaksananya pelayanan publik di masa pandemi""_ https://t.co/vqqQ74y7TU"
2021-09-24 08:55:28+00:00,Ngeleleng nang danau unesa lidah asik
2021-09-24 08:18:46+00:00,UNESA UNESA WKWK
2021-09-24 07:10:07+00:00,"[PELATIHAN ADVOKASI 2021]

Hallo Mahasiswa Indonesia!!!

Dewan Perwakilan Mahasiswa FBS UNESA
✨Proudly Present✨

PELATIHAN ADVOKASI
""Edukasi Advokasi Guna Membentuk Individu yang Kritis, Solutif, dan Aspiratif"" https://t.co/5cKVz6a3iB"
2021-09-24 06:47:25+00:00,"Jual Tanah Luas Siap Bangun di Jazirah Golf Citraland Surabaya

Luas Tanah 800 m2 (20x40)
Sertifikat HGB, Hadap Timur
Harga Rp 10 juta/m2

Strategis dekat Lenmarc Mall, Pakuwon Mall
Dekat Kampus UNESA, Bukit Darmo Golf

Anna Vangogh
0813-5364-7687 WA
0813-3175-0518 TLFN https://t.co/DxGziNagUJ"
2021-09-24 05:27:29+00:00,Kayak kemarin mau tes cpns aja drama bgttt.. Kalo dah jadi buibu tuh pengeluaran hrs dicatat ya. Krn bisa amburadul kalo berantakan. Kebetulan bulan ini pengeluaran cukup byk. Udh kreta blm operasi. Bikin opsi motor (kudu nginep) atau naik bis (gojek kejauhan ke graha Unesa)
2021-09-24 04:41:23+00:00,"""Bangsa yang hebat adalah bangsa yang dapat memenuhi kebutuhan pangannya sendiri, tapi jangan biarkan petani kita berjuang seorang diri""
Kami Kaluarga Besar Development of Administrator Community Mengucapkan Selamat memperingati Hari Tani Nasional
#dacjapunesa #unesa https://t.co/SbQlnefHlt"
2021-09-24 04:04:01+00:00,"Pembimbing Sebaya Mahasiswa FIP UNESA 
Proudly Present
*Lomba Media Pembelajaran*

Pendaftaran – Pengumpulan karya
13 September – 24 Oktober 2021

Contact Person
087853037496 (Rendy)
085334311963 (Rivan) https://t.co/wIPpJNuyDp"
2021-09-24 02:40:39+00:00,"Pas berangkat kerja sama @arsamatoriya di depan mata ada mobil yang nabrak orang naik spd motor tapi nabrakin ke rumah orang juga dan dia mundur tapi nabrakin mobilnya lagi. Kejadian sebelum lampu merah wiyung arah ke unesa.
Please yang tahu kondisi si motor let me know @e100ss"
2021-09-24 02:35:58+00:00,ke graha unesa mending ngebis atau kereta 🥺
2021-09-24 02:34:32+00:00,"#BeritaUNESA Tingkatkan Kompetensi Guru di Surabaya, Tim PKM Bahasa dan Sastra Jerman #UNESA Adakan Pelatihan Pembuatan Kuis Interaktif
https://t.co/RXXaqicDaM"
2021-09-24 02:30:00+00:00,ptn! unesa menangis mlihat ini 😇 https://t.co/fAZWrI0Lom
2021-09-24 02:11:16+00:00,Takuutt anjir di unesa luntang lantung sendirian 😣😞 https://t.co/HkIpRUxbMe
2021-09-23 22:03:47+00:00,MasyaAllah kating Unesa kalo modelan gini ngasih tugas banyak juga gabakalan ngedumel aku https://t.co/2EadoNeBh1
2021-09-23 14:59:43+00:00,Yah mungkin biaya sekali perawatan mingyu seharga ukt s1 komunikasi unesa gl 3 kali ya
2021-09-23 12:08:24+00:00,Lima Mahasiswa Unesa Rancang Aplikasi E-Batik Nusantara https://t.co/X2LZgsvgHr
2021-09-23 12:05:41+00:00,"Jnck. Blm jg tenang ngerasain kls 12, dmn2 baca post tntg ptn22. Astagaaa, setres aku.

...

...

Tp, bissmillah unesa atau ugm🙂"
2021-09-23 12:00:04+00:00,[cm] adakah anak Unesa disinii? kalo ikut volunteer tp online bisa dimasukin ke sipena ga ya? terus masuknya kategori yang mana ya kalo bisa? terima kasih
2021-09-23 08:31:22+00:00,"#BeritaUNESA Dosen #UNESA Alih Teknologi untuk Tingkatkan Produktivitas Produsen Tahu di Magetan
https://t.co/QODliQpnFz"
2021-09-23 08:20:38+00:00,Tim PKM Bahasa &amp; Sastra Jerman UNESA Gelar Pelatihan Susun Kuis Interaktif https://t.co/MjqD41dygw
2021-09-23 07:01:02+00:00,Tim dosen Universitas Negeri Surabaya (Unesa) melakukan alih teknologi rancang bangun mesin peggilingan kedelai menjadi bubur tahu. #unesa https://t.co/LviXdg1m5r
2021-09-23 06:34:41+00:00,"sch! temenku, yg ranknya diatas aku, tujuan univnya ke unesa dan aku ranknya dibawah dia malah ngelunjak mau unair. sebaiknya aku sadar diri apa gas aja?"
2021-09-23 06:15:29+00:00,Myungeun danau unesa https://t.co/N4JxVtg1yV
2021-09-23 04:04:01+00:00,"Pembimbing Sebaya Mahasiswa FIP UNESA 
Proudly Present
*Lomba Media Pembelajaran*

Pendaftaran – Pengumpulan karya
13 September – 24 Oktober 2021

Contact Person
087853037496 (Rendy)
085334311963 (Rivan) https://t.co/1so9gN4Hf8"
2021-09-23 03:47:39+00:00,"nesa! guys, ada yang punya/tau info mutasi unesa? kalo ada rep ya, nanti ku ketuk dm. tia!"
2021-09-23 03:42:58+00:00,"seneng deh liatin atlit2 voli jatim ikutan PON, mereka pelanggan simanis &amp; baik2 bgt. Jd inget tiap kirim2 slalu di asrama unesa/lap koni😭"
2021-09-23 02:49:39+00:00,Hari ini vidcall an dengan 2 bu janet yang berbeda negara. Harus ganti nama kontak bu janet unesa sama bu janet pilipin 😂
2021-09-23 01:13:16+00:00,FISH Universitas Negeri Surabaya (Unesa) Mengadakan Penelitian Di KPU Surabaya https://t.co/7uDVFR1WfC
2021-09-22 19:50:44+00:00,tai unesa dan kelas jam 7 paginya tot kuliah rasa sma
2021-09-22 12:19:13+00:00,unesa lidah wetan 😠 https://t.co/AnRhDCUxG0
2021-09-22 11:49:26+00:00,"sastra inggris, unesa https://t.co/5AW1XwsD04"
2021-09-22 11:45:48+00:00,"Tiga Dosen Unesa Lakukan Alih Teknologi pada Produsen Tahu
https://t.co/Npmd2pX3P6"
2021-09-22 11:37:55+00:00,"aku pengennya yang berhubungan sama pendidikan, tapi mamaku suruh di pertanian.. aku pengennya unesa https://t.co/gNedt14iGu"
2021-09-22 10:30:00+00:00,"#InfoGenWaniPooll Wali Kota Surabaya Eri Cahyadi terjunkan tim linmas, Satpol PP dan kecamatan buat jaga beberapa titik yang mobilitas warganya cukup tinggi. Seperti di sekitar Danau Unesa dan PKL di Kedungdoro, karena banyak kerumunan."
2021-09-22 09:15:47+00:00,"Ya gtu. Buka dawine unesa ga pernah ada info. Katanya suruh join tele. Udah join, kok info yg di dapet cuma setengah2. Baru buka tele lagi, lah kok udah pada punya pdf. Ane belum. Hadeeeh CAPEK!"
2021-09-22 08:19:29+00:00,Selamat dan sukses siswa MAN 1 Gresik atas prestasi juara 2 dalam lomba IMM Unesa Islamic competition 2021 kategori musabaqah Tartil. (Humas)#kemenaggresik https://t.co/rIgL3FBbrq
2021-09-22 06:10:53+00:00,"#BeritaUNESA Gerakan Nasional Sadar Tertib Arsip (GNSTA) Mendukung Proses Kenaikan Jabatan Guru Besar di FMIPA UNESA
https://t.co/A7Kh2SZQym"
2021-09-22 06:03:35+00:00,Unesa Perkuat Pengorganisiran Masyarakat dalam Pengelolaan Limbah Domestik di Sidoarjo https://t.co/v6waA9jne4 https://t.co/9TBx1TiQrD
2021-09-22 02:04:01+00:00,"Pembimbing Sebaya Mahasiswa FIP UNESA 
Proudly Present
*Lomba Media Pembelajaran*

Pendaftaran – Pengumpulan karya
13 September – 24 Oktober 2021

Contact Person
087853037496 (Rendy)
085334311963 (Rivan) https://t.co/XB6IPgVGlW"
2021-09-21 18:01:33+00:00,GOR baru unesa bos https://t.co/2XdTc1pIXr
