hai,3
belas,2
welas,4
maaf,2
hello,2
promo,3
terimakasih,5
mohon,2
mengawal,2
banyaknya,3
hendaknya,1
silahkan,3
semboyan,2
ditunggu,2
akses,2
penerangan,2
dibantu,2
makasih,4
halo,1
thanks,3
pengembangan,3
tidak segan,2
detailnya,1
tak segan,2
kasih sayang,5
kekaguman,4
kehangatan,4
cinta kasih,5
tresna,2
filantropi,2
suasana hati,1
tuhan,3
merespon,3
suka cita,4
terpelihara,4
terawat,5
tersadar,3
kejutan,3
allah,5
berlabuh,3
terdaftar,1
negosiasi,2
revolusioner,3
follback,1
pengasih,4
uang rokok,2
angpau,4
upa,2
bingkisan,4
suvenir,4
para-para,2
termakan,1
kemasyhuran,4
reputasi,2
bergelora,2
antusias,2
ringan tangan,4
membara,2
menyala,2
berlangganan,2
jalan bebas hambatan,2
berpartisipasi,3
menguntiti,1
penghayatan,3
mitra,2
diterima,2
sohib,3
beriktikad,2
berkeyakinan,3
beriman,3
percaya,2
menghajatkan,1
senyum,2
haloo,3
menarik hati,3
bener,3
hellooo,2
marilah,1
terbaik,5
good,5
alhamdulillah,5
pemenangnya,4
hiii,1
menyuarakan,3
menaksir,3
menuturkan,3
memperkirakan,2
mengantisipasi,3
menafsirkan,2
mengartikan,1
membeli,2
membuat,1
tertawa kecil,4
minta,2
tersenyum,4
ok,4
ayo,4
mari,4
yuk,4
akas,2
terampil,4
jeraus,2
pesat,3
berkawal,4
gugah,2
pustaka,4
berguru,3
menuntut ilmu,4
melatih diri,4
menimba ilmu,4
mengaji,4
meneladan,4
mencari ilmu,4
luck,4
bersekolah,3
menggali ilmu,4
harmonisasiuniv,2
takut,1
sreg,2
penyatuan,3
wangi,4
pulas,4
jamil,2
bagusan,2
estetis,4
imut-imut,4
langkah baik,4
profit,4
waris,3
dominan,3
keras tulang,2
tangguh,5
kedot,2
keikutsertaan,3
kesertaan,2
dibalas,2
kerja sama,4
tatap,1
berpengaruh,3
besar lengan,3
partisipasi,3
bedegap,3
peran serta,3
masif,2
gratis,4
membantu,4
free,3
wkwkwk,3
sangsi,1
berprasangka,1
bermaslahat,2
warisan,3
bersetuju,3
kenan,2
(hujan) gerimis,1
support,4
sahabat,4
gerimis,1
hujan,1
handai,3
kece,5
thank,4
hujan ringan,2
sobat,4
panjang tungkai,2
trims,4
doa,4
teranyar,4
happy,5
ketemu,1
mudah-mudahan,1
modern,3
peranakan,2
pemudaan,2
masygul,3
gelebah,2
mending,2
regenerasi,4
simpel,3
mengenyam,1
merah telinga,1
bonafide,3
terbakar,1
bergairah,3
pelengkap,2
perempuan cantik,5
sewot,1
gusar,1
hiasan,3
kesuma,3
primadona,5
tulus ikhlas,5
senyuman,4
lugas,4
gemas,4
menyayang,4
menggemari,3
ketertarikan,4
cerita anak,2
seneng,5
omong kosong,1
keluasan,3
langganan,4
resap,3
kangen,3
syg,3
berteguh hati,4
berkuat,3
amin,3
bersyukur,5
jernih (suasana),1
selamat,5
suka-suka,3
gapaian,3
karena Allah,2
tertulang,2
capaian,4
sukarela,4
sarannya,1
mencintaimu,4
mendoa,4
berharap,4
harap,3
berdoa,4
bersembahyang,5
berselawat,3
berpasrah,3
memanjatkan doa,4
top,5
mood,2
berzikir,4
kenal,3
kebahagiaan,4
berusaha,3
jempolan,4
menarik,4
love,5
peduli,4
insyaallah,2
berkhasiat,4
menguntungkan,4
motivasi,3
berkat,1
berhikmah,2
berfaedah,4
mengagumkan,4
okay,4
melancarkan,3
mudah,4
tumbang,1
penyempurnaan,3
asasi,3
friends,3
tercemplung,1
memudahkan,3
murah,3
assalamualaikum,3
rekonsiliasi,4
memuluskan,3
rontok,1
islam,4
inovasi,4
berumah tangga,2
berbakat,4
pamrih,1
join,1
pancaroba,1
kunjungi,3
berdaya guna,4
modifikasi,2
mengirat,2
searah,1
khusyuk,3
laporkan,2
penghidupan,2
utopia,2
berkenan,2
special,4
insentif,3
setuju,4
berproses,1
kesabaran,5
mufakat,4
rawat,3
komisi,3
check,1
disarankan,1
luntur,1
berbagi,2
kabar,2
tiara,3
lancar,4
lanjutkan,1
baik-baik,3
pelancar,2
say,1
ajak,1
meminta,1
publikasi,2
benar-benar,2
rasio,1
baper,1
intensif,2
menyembul,1
hadir,2
muncul,1
menukar,1
ayunan,3
berhati-hati,3
kembang-kempis,3
hastag,1
diskaun,3
jumat,2
babe,3
merapal,1
bergetar,1
mengerubungi,1
bernyanyi,2
terperengah,1
irit,2
bergema,1
setir,1
penggunaan,1
selidik,2
penimbunan,1
muslim,3
merinai,1
memindahkan,1
swagriya,2
memperhitungkan,1
lelang,1
cuat,2
kenangan,3
kehebohan,1
maksimal,3
dipantau,2
smartphone,1
penabung,3
sharing,3
tampak,1
ngerasain,1
jagalah,3
penumpukan,1
lovers,4
gelegak,1
nyanyi,3
bahas,2
pengembangannya,3
tertinggi,3
lenggang,2
monggo,3
mengeroyok,1
ayun,1
aba,2
abi,2
queen,2
ekonomis,3
mengangsur,1
sebenernya,1
refresh,2
orang islam,2
nice,4
ayahanda,1
membahas,1
menorehkan,1
penambahan,2
kaitan,1
menyembur,1
gesek,1
geser,1
tetap hati,3
tercinta,4
signifikansi,2
sidang,1
penggentaran,1
definit,2
jali,2
kekerabatan,3
afiliasi,2
konkret,3
chat,3
alim,2
fanbase,3
reseptor,2
bernyali besar,3
sweet,3
percaya diri,4
transparansi,2
dear,2
cakep,5
nyali besar,3
kesatria,2
jentelmen,3
relevansi,2
faktual,3
favorite,4
bersemangat,4
bismillah,4
kestabilan,4
cintai,4
enjoy,3
baiknya,1
reply,2
berbobot,2
selayaknya,3
kebijakan,3
sepatutnya,2
sadar,2
berkarya,3
menegarkan,2
merata,1
antologi,1
pengalaman,2
rame,2
saran,2
adil,4
fulanah,1
coretan,2
ketawa,4
bertemu,2
persamaan,2
guruh,2
lumayan,1
mengembang,1
selfie,2
album,3
kiprah,3
dihati,3
verbal,1
suratan takdir,2
stabil,3
memuji-muji,4
lagak,2
terindah,5
aksi,2
sikap,2
terlewat,1
menegur,2
ngopi,3
solo,2
teguk,2
kalap,1
jatah,3
engah,1
untung,3
eaa,1
jujur,4
keras hati,1
koleksi,1
pertahanin,1
undang,2
berdendang,4
hoki,3
peruntungan,4
mantap,5
sugesti,2
tuah,1
patuh,4
keaktifan,2
melambungkan,2
pelajaran,2
usul,2
tenggang,1
sebanding,3
getol,2
gila-gilaan,2
melafalkan,2
terjaga,2
berserah,2
rohaniah,2
sepantasnya,2
ratu,2
mencium telapak kaki,1
daya upaya,3
setimpal,2
pasrah,3
buka,3
mahal,1
bertukar akal,1
kepuasan,3
mafhum,3
siuman,3
meluas,2
perkembangan,2
tekun,4
melek,2
lupain,1
musik,2
siapa,1
nikmati,3
dongeng,3
adek,1
streng,1
akidah,3
sponsor,2
keliatan,2
penunjang,3
kerasan,2
ketaatan,3
pendukung,4
telaten,4
malu,2
suporter,3
gempita,4
hingar,2
ikat,1
kontak,2
kenyamanan,4
kelahiran,3
diproses,1
penanganan,1
maslahat,3
ketetapan hati,3
solusi,3
pacarnya,2
homogen,2
gepok,2
sekolah,3
relasi,3
peristiwa,2
sastra,2
wajar,3
gegap,2
import,2
lukisan,2
cercah,2
lupakan,1
dikonfirmasi,3
perkasa,4
laba,4
esai,2
sumbu,2
iman,3
insiden,1
slow,1
dogmatis,2
penyokong,3
merilis,3
ekspres,3
hikmat,3
dahsyat,2
bersamamu,3
cute,5
keuntungan,4
baiklah,2
keteguhan hati,3
resolusi,3
memudar,2
kekuatan batin,3
menjadi-jadi,1
kumbang,1
alot,1
persahabatan,4
simple,3
selengkapnya,1
hiruk,1
okeey,2
deras,2
ceritanya,2
komunikasi,2
dicoba,2
dikirim,2
kekeliruan,1
mancing,2
demen,3
penyelesaian,2
tewas,1
proud,5
tergila-gila,3
voucher,3
ngaku,2
penanggulangan,2
anjir,1
