Mon Nov 06 23:07:13 +0000 2023,1.72167E+18,No indication yet that LRT Jabodebek is putting trainsets repaired trainsets back to work. Maintenance should last 5-7 days per trainset as announced earlier so 1 or 2 trainsets should have been back operating now. But no nothing about that. More problems? #LRTJabodebek,0,0,0,1,en,1.22449E+18,1.72167E+18,johanstravel,https://twitter.com/johanstravel/status/1721665570075193837
Mon Nov 06 23:05:07 +0000 2023,1.72167E+18,@lrtjabodebek Selain posting jadwal yg kacau ini tolong update ttg trainset yg masuk bengkel. Katanya butuh 5-7 hari per trainset untuk perbaikan roda. Seharusnya 1 ato 2 trainset sdh kembali beroperasi saat ini. Apakah ada masalah lagi?,0,0,0,2,in,1.22449E+18,1.72153E+18,johanstravel,https://twitter.com/johanstravel/status/1721665042096304336
Mon Nov 06 15:39:36 +0000 2023,1.72155E+18,Volume atau jumlah penumpang KRL Commuter Line ternyata meningkat karena konektivitas moda transportasi tersebut dengan LRT Jabodebek. https://t.co/jRaTD4NZ7p,0,0,0,0,in,135795460,1.72155E+18,detikfinance,https://twitter.com/detikfinance/status/1721552925451751516
Mon Nov 06 16:50:10 +0000 2023,1.72157E+18,@nadsfathinah sebenarnya bukan naik krl sih kalau habis naik kereta cepat whoosh tapi naiknya lrt jabodebek.. dari stasiun halim kcic pindah ke stasiun halim lrt jabodebek lewat jembatan penghubung mbak nad..,0,1,0,0,in,1065117618,1.72154E+18,farizies_,https://twitter.com/farizies_/status/1721570683267002415
Mon Nov 06 16:12:14 +0000 2023,1.72156E+18,Sekelas @cnbcindonesia @CNNIndonesia masih belom bisa bedain gambar mana LRT Jakarta mana LRT Jabodebek. HADEEEH!! 😮‍💨😤 https://t.co/I7kg6IxzYU,0,0,0,0,in,550032230,1.72156E+18,wnrzky,https://twitter.com/wnrzky/status/1721561137161126225
Mon Nov 06 16:02:17 +0000 2023,1.72156E+18,Tarif LRT Jabodebek Dijamin Gak Naik Tahun Ini Tetap Segini https://t.co/RYKdnGs1tI,0,0,0,0,in,1.33479E+18,1.72156E+18,ygsdgrindu,https://twitter.com/ygsdgrindu/status/1721558632465387909
Mon Nov 06 15:42:23 +0000 2023,1.72155E+18,Tarif LRT Jabodebek Dijamin Gak Naik Tahun Ini Tetap Segini https://t.co/XptAowheC5,0,0,0,5,in,8.47373E+17,1.72155E+18,cnbcindonesia,https://twitter.com/cnbcindonesia/status/1721553624768414093
Mon Nov 06 16:50:52 +0000 2023,1.72157E+18,@nadsfathinah bukan krl mbak nad tapi lrt jabodebek mbak nad..,0,0,0,0,in,1065117618,1.72155E+18,farizies_,https://twitter.com/farizies_/status/1721570859272564899
Mon Nov 06 15:31:15 +0000 2023,1.72155E+18,Nah ini salah satu yg disuka dari @lrtjabodebek JPO yang terintegrasi dengan stasiun jadi ga harus muter jalan dari salah satu sisi dari kedua sisi jalan rata2 nyambung ke stasiun,0,1,0,0,in,54718032,1.72155E+18,Senator_aji,https://twitter.com/Senator_aji/status/1721550821140340845
Mon Nov 06 14:58:00 +0000 2023,1.72154E+18,@jokowi @erickthohir Pertama tarif yg 20rb jarak terjauh kalo boleh samain aja dengan weekend yg 10rb aja tambah gerbong sama seat nya biar ngga pakai kendaraan lain  Keluhan Penumpang LRT Jabodebek Masalah Waktu Tunggu Lama Tak Kunjung Usai https://t.co/OfE65XH5V4,0,0,0,0,in,1.60406E+18,1.72154E+18,balikpapan7000,https://twitter.com/balikpapan7000/status/1721542455240409363
Mon Nov 06 14:23:28 +0000 2023,1.72153E+18,@lrtjabodebek Awas kalo bohong,0,0,0,0,in,466596627,1.72153E+18,Doublesix_,https://twitter.com/Doublesix_/status/1721533763681952157
Mon Nov 06 14:16:33 +0000 2023,1.72153E+18,@lrtjabodebek Min tolong eskalator di dukuh atas dibenerin 😁😅,0,0,0,0,in,1.33262E+18,1.72153E+18,nzlarandana,https://twitter.com/nzlarandana/status/1721532022185656823
Mon Nov 06 14:12:39 +0000 2023,1.72153E+18,https://t.co/y8hBLTi0KS,3,10,3,8,zxx,1.45398E+18,1.72153E+18,lrtjabodebek,https://twitter.com/lrtjabodebek/status/1721531040060072417
Mon Nov 06 14:07:11 +0000 2023,1.72153E+18,Atap Stasiun LRT Jabodebek Jebol Ternyata Belum Pernah Diuji https://t.co/i2weugTMC0,0,0,0,2,in,47596019,1.72153E+18,liputan6dotcom,https://twitter.com/liputan6dotcom/status/1721529666434130293
Mon Nov 06 13:36:32 +0000 2023,1.72152E+18,Kenaikan volume penumpang KRL Commuter Line terasa di Stasiun Sudirman serta Stasiun Cawang yang terintegrasi dengan stasiun LRT Jabodebek https://t.co/rtKgOA0pz9,0,0,0,0,in,8.74558E+17,1.72152E+18,validnewsid,https://twitter.com/validnewsid/status/1721521953893126273
